species,elev,pollinator
Carapichea_urniformis,166,Insect
Carapichea_urniformis,716,Insect
Carapichea_urniformis,716,Insect
Carapichea_urniformis,716,Insect
Carapichea_urniformis,768,Insect
Carapichea_urniformis,768,Insect
Carapichea_urniformis,768,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Carapichea_urniformis,1037,Insect
Palicourea_acanthacea,34,Insect
Palicourea_acanthacea,34,Insect
Palicourea_acanthacea,35,Insect
Palicourea_acanthacea,40,Insect
Palicourea_acanthacea,40,Insect
Palicourea_acanthacea,43,Insect
Palicourea_acanthacea,46,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,47,Insect
Palicourea_acanthacea,49,Insect
Palicourea_acanthacea,50,Insect
Palicourea_acanthacea,50,Insect
Palicourea_acanthacea,57,Insect
Palicourea_acanthacea,57,Insect
Palicourea_acanthacea,57,Insect
Palicourea_acanthacea,57,Insect
Palicourea_acanthacea,57,Insect
Palicourea_acanthacea,59,Insect
Palicourea_acanthacea,59,Insect
Palicourea_acanthacea,59,Insect
Palicourea_acanthacea,59,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,72,Insect
Palicourea_acanthacea,82,Insect
Palicourea_acanthacea,99,Insect
Palicourea_acanthacea,100,Insect
Palicourea_acanthacea,100,Insect
Palicourea_acanthacea,100,Insect
Palicourea_acanthacea,111,Insect
Palicourea_acanthacea,111,Insect
Palicourea_acanthacea,111,Insect
Palicourea_acanthacea,114,Insect
Palicourea_acanthacea,114,Insect
Palicourea_acanthacea,127,Insect
Palicourea_acanthacea,127,Insect
Palicourea_acanthacea,127,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,161,Insect
Palicourea_acanthacea,165,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,178,Insect
Palicourea_acanthacea,183,Insect
Palicourea_acanthacea,218,Insect
Palicourea_acanthacea,218,Insect
Palicourea_acanthacea,223,Insect
Palicourea_acanthacea,223,Insect
Palicourea_acanthacea,223,Insect
Palicourea_acanthacea,223,Insect
Palicourea_acanthacea,223,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,229,Insect
Palicourea_acanthacea,247,Insect
Palicourea_acanthacea,266,Insect
Palicourea_acanthacea,266,Insect
Palicourea_acanthacea,311,Insect
Palicourea_acanthacea,311,Insect
Palicourea_acanthacea,338,Insect
Palicourea_acanthacea,338,Insect
Palicourea_acanthacea,346,Insect
Palicourea_acanthacea,346,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,422,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,425,Insect
Palicourea_acanthacea,437,Insect
Palicourea_acanthacea,504,Insect
Palicourea_acanthacea,504,Insect
Palicourea_acanthacea,541,Insect
Palicourea_acanthacea,653,Insect
Palicourea_acanthacea,653,Insect
Palicourea_acanthacea,804,Insect
Palicourea_acanthacea,833,Insect
Palicourea_acanthacea,833,Insect
Palicourea_acanthacea,1083,Insect
Palicourea_acanthacea,1186,Insect
Palicourea_acanthacea,1343,Insect
Palicourea_acanthacea,1343,Insect
Palicourea_acanthacea,1343,Insect
Palicourea_acanthacea,1343,Insect
Palicourea_acanthacea,1358,Insect
Palicourea_acanthacea,1358,Insect
Palicourea_acanthacea,1358,Insect
Palicourea_acanthacea,1358,Insect
Palicourea_acanthacea,1358,Insect
Palicourea_acanthacea,1370,Insect
Palicourea_acanthacea,1370,Insect
Palicourea_acanthacea,1465,Insect
Palicourea_acanthacea,1465,Insect
Palicourea_acanthacea,1640,Insect
Palicourea_acanthacea,1687,Insect
Palicourea_acanthacea,2042,Insect
